x0,x1,x2,x3,x4,y
0.6171839946923356,0.9139802134721791,31.519294146488882,3527.193279888257,7405.278108477779,0.0
1.0748876367163311,0.675307843631201,55.35930579708067,6385.905845090962,3949.5956364209796,0.0
0.9519466519690607,0.14247882427830802,82.9740802562423,5312.338450088691,1896.7145754901883,0.0
1.072776210036876,0.7680344287750138,50.197986476096965,6362.430930966409,4608.936227561958,0.0
0.564065406369472,0.9784505128823572,27.46694428234966,2942.0433109056603,8874.122584816496,0.0
0.45420439234086096,0.6939554884657894,38.77705351670198,2902.6749108291065,5327.383258028062,0.0
0.9727842424229861,0.4407404220618837,65.30662112651689,5982.689043143182,2042.7682728265115,0.0
1.3313630517494717,0.370778059512097,80.22680699850139,7303.492755875359,3098.815520286664,0.0
0.7166736790105492,0.8845072772948154,35.57518108559333,4109.386950426584,6930.605935209785,0.0
0.5914733747908754,0.7145524494920662,41.74544343971035,3447.080482420253,5921.1062468224345,0.0
0.8802330857461897,0.08355452780800939,84.86986768721425,4767.3797606844,2112.146823259988,0.0
0.9762256969632394,0.14067622749719932,83.89045563251472,5378.610463525055,2062.97375396845,0.0
0.5347175092835443,1.3546685135761005,3.09639148580316,3707.9170026795687,8415.49593331316,0.0
0.8764588981524079,0.6118718047876961,55.558735790547054,4717.234907387161,5731.050909325363,0.0
0.3917835566976653,1.129760906170002,13.087533264528581,2536.991764418686,8404.738252944335,0.0
0.8973959808042391,0.2669145673919033,79.19422374409905,3497.65029475345,7735.136642660838,1.0
0.837802362183809,0.7421521381360174,44.6585287968681,5409.776754833573,3722.4362494461275,0.0
0.9756087951915312,0.1602076992810968,82.8955361851774,5340.249601103262,2307.60051515762,0.0
0.6485432133712259,0.9120258407503684,29.10865858692489,4813.855508487864,3721.4182239906327,2.0
0.8461533946781157,0.751368905049516,46.315829115495326,4798.1125545196155,5905.852153728605,0.0
0.752279711700105,0.5766474418693552,52.0246986757255,4819.290580300016,3152.3811509574516,0.0
0.8438410460484363,0.2746041955494973,72.91780022370881,4712.383944983947,2972.8234661925435,0.0
1.0730970862437716,0.28531072443253674,79.84931098770156,5399.839667776094,4526.991361738336,0.0
0.806317023093583,0.6675827195405332,50.742577371081346,4313.235406757171,6277.286482556188,0.0
0.675699670768154,0.6018076217647977,51.66408897930981,3396.951808692014,6698.47595333027,0.0
0.7509425367199841,0.960900378467248,27.07510541831395,6023.021124227413,1779.0699784058638,2.0
0.6793560380508693,0.9510442873903128,30.849695754549522,3933.6592543975285,7339.494316815891,1.0
0.5357369380865175,0.5058950685338176,51.89503642615702,3143.455325497719,4614.807673371079,0.0
0.7752716814878596,0.6635660992708179,47.124046923639696,5168.705729601859,2968.772458403524,0.0
1.1048807220883947,0.3450105097052208,74.29424498687894,6599.969445803748,1541.5249491347154,0.0
1.2486979329573231,0.09469764390577327,92.50426495050876,7163.724866531595,374.98520390039545,0.0
0.9069280767827351,0.47167095584037977,61.33467702652759,5817.029327676503,1719.3594740796077,0.0
0.6061430225226965,1.1261387459359014,18.287715194174744,3864.4458808933764,7543.338261077611,0.0
0.5837394107591238,0.27570151606629123,66.75032964648824,3115.2867903352435,3951.8371136495966,0.0
1.0105269865871136,0.1746559106643206,82.89299028438779,5561.710900362241,2250.4265409726245,0.0
0.7289649807200644,0.6810930305117143,48.80182538971404,3628.3280943163745,7338.111977758278,0.0
0.5430669768505219,0.08739007096603456,74.38721276790298,3488.273522053863,827.4898708647854,1.0
0.8566004059021014,0.8120196500256253,43.001737401983114,4927.938328865717,6057.273158128906,0.0
0.5498524952661098,0.9123619253949979,30.57081980065245,2931.402272196395,8238.346826420559,0.0
0.7238353251167321,0.3726314595212499,66.26975905304717,3435.585091668246,5827.462849747304,1.0
1.206190464749164,0.7296284896963829,55.1560930960231,7283.915904886923,3522.6127763934983,0.0
0.6719569380697539,0.7101147636107188,45.23516748654885,3486.183918605282,7069.026222823658,0.0
0.8142208498773562,0.5239806507186158,59.17590553735329,4266.659943793766,5600.657494231727,0.0
1.3201605751391012,0.40977327509752154,76.59004466035802,7641.696302913409,2078.3569445579255,0.0
1.0039028220969939,0.29754900675067486,75.36457827560238,5708.147550429167,2485.5768082170525,0.0
0.651419785425256,0.6476676423776206,45.935348203323414,4126.811151999712,4239.6514805056895,0.0
0.992074005705423,0.4088900213787291,68.40244666604174,5806.57876927535,2715.3869899879182,0.0
1.0044037593809867,0.5512963993333634,61.023132941793406,5805.088794224515,3868.118360689991,0.0
1.0605512464938407,0.08954360840798899,89.13023345767016,5753.897404246568,1870.3649217803577,0.0
0.40149189714055383,1.0329163409545463,20.381487704937886,2027.042480307364,9573.690657219207,0.0
